Graph
Time (Seconds),Data (Meters),Data0 (Meters),Data1 (Meters),Data2 (Degrees),Data3 (Degrees),Data4 (Degrees)
86.450005,1.344325,0.192320,0.315618,0.236260,-0.347742,-7.535295
86.500000,1.344644,0.188959,0.353550,0.431605,-0.876090,-7.077208
86.550003,1.343774,0.186444,0.361147,0.895038,-1.178077,-7.267437
86.600006,1.343994,0.185259,0.317290,1.272110,-1.275807,-7.489296
86.650002,1.345756,0.185523,0.223131,1.334838,-0.848628,-7.514935
86.700005,1.348807,0.187782,0.187984,-0.005889,-0.037172,-7.310390
86.750000,1.350974,0.189603,0.185695,-0.045692,0.023028,-7.320335
86.800003,1.350320,0.188726,0.184076,-0.034293,0.036175,-7.394067
86.850006,1.349122,0.187578,0.183164,-0.012967,0.013925,-7.374114
86.900002,1.348884,0.187485,0.182604,-0.014334,0.010325,-7.347281
86.950005,1.348774,0.187663,0.182246,-0.016101,0.008748,-7.372882
87.000000,1.348668,0.187720,0.182034,-0.011965,0.002398,-7.389092
87.050003,1.348608,0.187733,0.181887,-0.010822,0.002311,-7.394602
87.100006,1.348508,0.187697,0.181792,-0.008873,-0.000171,-7.399091
87.150002,1.348485,0.187683,0.181720,-0.007518,-0.003603,-7.405297
87.200005,1.349376,0.187330,0.224290,-0.059575,-0.111985,-7.336000
87.250000,1.350017,0.185672,0.318457,0.472745,-0.554645,-7.036341
87.300003,1.349958,0.183317,0.357047,0.772473,-0.770972,-6.687582
87.350006,1.350561,0.182292,0.335524,0.981091,-0.944386,-6.755780
87.400002,1.352174,0.182999,0.270171,1.515216,-1.143915,-6.672113
87.450005,1.352809,0.182015,0.216678,2.125372,-1.524088,-6.473892
87.500000,1.356416,0.185666,0.184197,-0.185715,0.283549,-6.362359
87.550003,1.358651,0.188753,0.183842,-0.043342,0.091368,-6.153120
87.600006,1.357195,0.187640,0.183081,-0.020408,0.043410,-6.218537
87.650002,1.356400,0.186856,0.182508,-0.000465,0.013523,-6.307445
87.700005,1.356635,0.187081,0.182172,-0.002788,0.015521,-6.297367
87.750000,1.356770,0.187289,0.181952,-0.007448,0.015054,-6.303539
87.800003,1.356658,0.187174,0.181820,-0.004371,0.006021,-6.310965
87.850006,1.356584,0.187123,0.181740,-0.004240,0.000872,-6.311530
87.900002,1.356563,0.187120,0.181678,-0.004963,-0.001774,-6.319107
87.950005,1.356565,0.187170,0.181635,-0.008190,-0.004776,-6.319300
88.000000,1.357128,0.187305,0.223011,-0.163938,0.054728,-6.302186
88.050003,1.356369,0.187061,0.316221,0.236439,-0.370291,-6.072679
88.100006,1.354879,0.184728,0.355255,0.451760,-0.627273,-5.805041
88.150002,1.353618,0.185566,0.333410,0.989565,-0.666520,-5.699852
88.200005,1.354155,0.186589,0.269055,1.366143,-0.958664,-5.708136
88.250000,1.353970,0.186710,0.215724,2.021417,-1.638738,-5.467595
88.300003,1.356174,0.191745,0.183918,-0.316278,0.269373,-5.313426
88.350006,1.357476,0.194674,0.183828,-0.077395,0.052260,-5.279215
88.400002,1.356858,0.192594,0.183047,-0.019564,0.004339,-5.458395
88.450005,1.356482,0.191880,0.182543,-0.001467,-0.001292,-5.497702
88.500000,1.356420,0.192321,0.182203,-0.003903,-0.002297,-5.465498
88.550003,1.356523,0.192476,0.181999,-0.007083,-0.004137,-5.453892
88.600006,1.356550,0.192387,0.181865,-0.005070,-0.001909,-5.461370
88.650002,1.356482,0.192399,0.181771,-0.004156,-0.000624,-5.460506
88.700005,1.356490,0.192408,0.181710,-0.004037,-0.001639,-5.452433
88.750000,1.356520,0.192398,0.181668,-0.005015,-0.001710,-5.452511
88.800003,1.355564,0.192816,0.224685,0.164504,-0.449345,-5.640562
88.850006,1.353151,0.193279,0.319031,0.505417,-1.063123,-5.718268
88.900002,1.350682,0.192901,0.358173,0.487420,-1.274359,-5.740865
88.950005,1.350145,0.193185,0.337849,0.561214,-1.703707,-5.502902
89.000000,1.349666,0.194395,0.272781,0.728813,-1.876349,-5.571219
89.050003,1.347710,0.195311,0.219711,1.087971,-2.423550,-5.768254
89.100006,1.350186,0.197038,0.184355,-0.064356,-0.010300,-5.855029
89.150002,1.353392,0.198422,0.184091,-0.030135,0.027815,-5.883381
89.200005,1.352965,0.198058,0.183182,-0.024116,0.007474,-5.831625
89.250000,1.352605,0.197682,0.182550,-0.017846,0.001191,-5.816236
89.300003,1.352901,0.197749,0.182192,-0.017451,0.006845,-5.840979
89.350006,1.353006,0.197767,0.181974,-0.012627,0.006625,-5.841884
89.400002,1.352948,0.197713,0.181834,-0.007203,0.003928,-5.852134
89.450005,1.352997,0.197679,0.181738,-0.006526,0.003504,-5.869208
89.500000,1.353045,0.197707,0.181681,-0.005611,0.003859,-5.874784
89.550003,1.353104,0.197685,0.181642,-0.005460,0.003178,-5.877472
89.600006,1.352699,0.198373,0.223297,0.232461,-0.164275,-5.725871
89.650002,1.349561,0.199596,0.315709,0.562453,-0.724494,-5.597254
89.700005,1.346671,0.199924,0.354436,0.532814,-1.200627,-5.514102
89.750000,1.344097,0.200754,0.331564,0.579973,-1.703098,-5.387125
89.800003,1.342647,0.202399,0.266045,0.484595,-1.850785,-5.384551
89.850006,1.340441,0.202801,0.211805,0.602848,-2.481182,-5.233019
89.900002,1.344826,0.205541,0.184491,-0.088210,-0.077790,-5.327103
89.950005,1.348764,0.206411,0.183973,-0.035222,0.013077,-5.404021
90.000000,1.347154,0.205726,0.183116,-0.025749,0.011711,-5.389036
90.050003,1.346478,0.205182,0.182566,-0.009668,-0.012093,-5.384788
90.100006,1.346913,0.205342,0.182217,-0.007664,-0.002106,-5.403872
90.150002,1.346997,0.205545,0.181995,-0.006678,-0.000649,-5.418812
90.200005,1.346905,0.205508,0.181870,-0.003419,-0.002940,-5.421079
90.250000,1.346874,0.205501,0.181775,-0.000746,-0.001632,-5.426230
90.300003,1.346977,0.205543,0.181712,-0.002634,-0.000062,-5.425527
90.350006,1.347907,0.205526,0.224700,0.138654,0.310757,-5.576351
90.400002,1.346772,0.202913,0.317751,0.443812,-0.415246,-5.573283
90.450005,1.344994,0.200206,0.356098,0.731569,-0.713862,-5.321647
90.500000,1.344099,0.198793,0.334548,1.171796,-1.043940,-5.368093
90.550003,1.343680,0.197967,0.269856,1.508996,-1.542922,-5.571757
90.600006,1.341985,0.195682,0.216122,2.016294,-2.247406,-5.618191
90.650002,1.346258,0.197992,0.184388,-0.099031,0.182291,-5.627735
90.700005,1.349353,0.201219,0.183772,-0.054326,0.032199,-5.584194
90.750000,1.348431,0.200414,0.183008,-0.035222,0.004076,-5.618309
90.800003,1.347892,0.199731,0.182491,-0.009831,-0.004752,-5.634294
90.850006,1.347979,0.199929,0.182169,-0.004194,-0.000768,-5.622309
90.900002,1.348028,0.199964,0.181963,-0.007923,-0.001498,-5.625500
90.950005,1.348036,0.199909,0.181829,-0.006072,0.001240,-5.622151
91.000000,1.348008,0.199925,0.181748,-0.006315,-0.002077,-5.616857
91.050003,1.348038,0.199933,0.181694,-0.006606,-0.001138,-5.622939
91.100006,1.348054,0.199903,0.181658,-0.006215,-0.000122,-5.631501
91.150002,1.349040,0.199566,0.224366,0.219132,0.009385,-6.020913
91.200005,1.348471,0.196183,0.318195,0.671553,-0.592327,-6.625705
91.250000,1.347660,0.193459,0.357290,1.020533,-0.905863,-6.462756
91.300003,1.346368,0.190351,0.335491,1.365281,-1.195969,-7.077726
91.350006,1.346737,0.189055,0.270810,1.553934,-1.685475,-7.828199
91.400002,1.346171,0.186409,0.217762,1.978683,-2.562757,-8.329856
91.450005,1.349572,0.188033,0.184561,-0.074191,-0.064554,-8.790300
91.500000,1.352943,0.191520,0.183896,-0.021151,0.011289,-8.784660
91.550003,1.352492,0.191256,0.183073,-0.010259,0.019157,-8.667155
91.600006,1.351812,0.190591,0.182563,-0.008807,-0.002315,-8.645536
91.650002,1.351961,0.190571,0.182214,-0.010255,-0.001547,-8.653131
91.700005,1.352161,0.190693,0.181993,-0.008126,-0.002922,-8.647105
91.750000,1.352118,0.190704,0.181845,-0.006025,-0.007239,-8.650298
91.800003,1.352161,0.190637,0.181744,-0.008380,-0.009070,-8.663473
91.850006,1.352265,0.190623,0.181685,-0.005891,-0.009336,-8.665575
91.900002,1.351031,0.191490,0.223674,0.138647,0.174332,-8.663039
91.950005,1.348549,0.190960,0.317285,0.402545,-0.312658,-8.493050
92.000000,1.346271,0.189200,0.355258,0.406231,-0.990951,-8.458535
92.050003,1.345112,0.189102,0.333062,0.712914,-1.511527,-8.473783
92.100006,1.344230,0.190482,0.267973,0.535326,-2.036860,-8.354657
92.150002,1.341474,0.190032,0.214406,0.603676,-2.825588,-8.210863
92.200005,1.346837,0.190944,0.184241,-0.035047,0.163955,-8.185738
92.250000,1.351523,0.192182,0.184076,-0.019144,0.067937,-8.320458
92.300003,1.349770,0.192081,0.183145,-0.015697,0.009046,-8.414184
92.350006,1.348806,0.191759,0.182564,0.001916,-0.009870,-8.439102
92.400002,1.349319,0.191759,0.182203,0.002635,-0.000831,-8.464115
92.450005,1.349588,0.191943,0.181959,-0.006625,0.001910,-8.470138
92.500000,1.349596,0.191973,0.181811,-0.006528,0.000577,-8.470774
92.550003,1.349653,0.191960,0.181722,-0.003371,-0.000522,-8.479074
92.600006,1.349701,0.191950,0.181665,0.001437,0.000178,-8.486678
92.650002,1.349721,0.191926,0.181628,0.001120,0.001723,-8.485268
92.700005,1.348956,0.193091,0.224391,-0.081635,-0.189321,-8.619231
92.750000,1.345541,0.193252,0.315851,0.305690,-0.713221,-8.682573
92.800003,1.342130,0.192638,0.353782,0.351765,-1.073677,-8.380311
92.850006,1.340477,0.192228,0.331168,0.266541,-1.656253,-8.671020
92.900002,1.339187,0.192464,0.264795,0.280507,-1.854369,-8.998685
92.950005,1.336127,0.192053,0.209690,0.583455,-2.417238,-9.000984
93.000000,1.340832,0.194452,0.184963,0.053375,0.007191,-9.214308
93.050003,1.344373,0.196969,0.184021,-0.005967,0.070839,-9.272994
93.100006,1.343069,0.196991,0.183089,-0.026394,0.022118,-9.213614
93.150002,1.342547,0.196200,0.182558,-0.005556,0.008577,-9.191843
93.200005,1.342922,0.196383,0.182221,-0.005559,0.014160,-9.184033
93.250000,1.342931,0.196442,0.182004,-0.006700,0.019566,-9.185126
93.300003,1.342822,0.196403,0.181858,-0.004292,0.015874,-9.179624
93.350006,1.342813,0.196401,0.181746,-0.000366,0.012643,-9.175270
93.400002,1.342822,0.196394,0.181694,-0.001234,0.013343,-9.180623
93.450005,1.343436,0.196055,0.223542,0.093281,-0.023370,-9.403508
93.500000,1.343542,0.194764,0.316500,0.315017,-0.510514,-9.351707
93.550003,1.342665,0.193462,0.355608,0.514447,-0.560531,-9.173694
93.600006,1.342500,0.193586,0.333805,1.029382,-0.571577,-9.457687
93.650002,1.343951,0.193084,0.269526,1.040454,-0.726157,-9.567209
93.700005,1.343073,0.192065,0.216061,1.328400,-1.122244,-9.450704
93.750000,1.345177,0.195577,0.184489,0.044603,-0.025417,-9.548866
93.800003,1.348197,0.198684,0.183837,-0.009766,0.010656,-9.500579
93.850006,1.347748,0.197995,0.183068,-0.013373,0.012908,-9.512572
93.900002,1.346887,0.197218,0.182544,-0.005377,0.001286,-9.541334
93.950005,1.347251,0.197227,0.182176,-0.007341,0.005360,-9.549381
94.000000,1.347389,0.197371,0.181948,-0.010692,0.002809,-9.550139
94.050003,1.347271,0.197313,0.181808,-0.008799,0.000706,-9.547797
94.100006,1.347290,0.197258,0.181724,-0.008565,-0.003486,-9.540825
94.150002,1.347326,0.197284,0.181665,-0.007380,-0.003809,-9.542933
94.200005,1.347302,0.197264,0.181619,-0.007485,-0.006054,-9.540714
94.250000,1.345884,0.195710,0.223299,0.184476,0.002576,-9.603866
94.300003,1.342212,0.192121,0.316443,0.431625,-0.606384,-10.039007
94.350006,1.338933,0.189465,0.355328,0.705645,-1.147823,-10.161161
94.400002,1.336033,0.187581,0.332728,1.055541,-1.769109,-10.368707
94.450005,1.335366,0.185310,0.268191,1.173410,-2.259755,-10.803043
94.500000,1.332829,0.182340,0.214513,1.478480,-3.080330,-11.104259
94.550003,1.338060,0.183544,0.184204,-0.046655,0.271382,-11.416987
94.600006,1.341287,0.185723,0.183903,-0.004060,0.075488,-11.539381
94.650002,1.339261,0.185349,0.183082,-0.005953,0.015492,-11.510852
94.700005,1.338530,0.184718,0.182559,0.000929,-0.011146,-11.511847
94.750000,1.339070,0.184873,0.182214,-0.003530,0.000617,-11.517559
94.800003,1.339190,0.184980,0.181987,-0.012637,0.002049,-11.509577
94.850006,1.338980,0.184918,0.181850,-0.009084,-0.004536,-11.516809
94.900002,1.338971,0.184871,0.181752,-0.007800,-0.005204,-11.528019
94.950005,1.338999,0.184855,0.181687,-0.006751,-0.005236,-11.519901
95.000000,1.340193,0.184839,0.223888,0.046357,0.003443,-11.566656
95.050003,1.340802,0.182326,0.316516,0.356592,-0.414848,-11.797725
95.100006,1.339592,0.180928,0.354831,0.656427,-0.436033,-11.856141
95.150002,1.339394,0.178493,0.332050,0.763645,-0.460399,-12.033695
95.200005,1.341220,0.177290,0.267062,1.027625,-0.401354,-12.285573
95.250000,1.341839,0.175332,0.213407,1.416120,-0.603417,-12.541688
95.300003,1.343304,0.177272,0.184756,0.019490,-0.063265,-12.683733
95.350006,1.345922,0.179322,0.183975,-0.016959,0.029813,-12.626047
95.400002,1.345648,0.178615,0.183146,-0.002485,0.022521,-12.669544
95.450005,1.344920,0.178153,0.182540,0.012283,-0.004151,-12.710871
95.500000,1.345166,0.178382,0.182197,0.004443,0.002249,-12.692822
95.550003,1.345292,0.178539,0.181986,-0.000531,0.005627,-12.704575
95.600006,1.345198,0.178515,0.181844,-0.001609,0.002278,-12.722492
95.650002,1.345123,0.178517,0.181757,-0.001759,-0.000138,-12.729683
95.700005,1.345117,0.178556,0.181695,-0.002010,0.000521,-12.731635
95.750000,1.345110,0.178560,0.181654,-0.002370,-0.000232,-12.734283
95.800003,1.346967,0.178918,0.224968,0.169056,0.145089,-12.808691
95.850006,1.347114,0.181172,0.317645,0.473804,-0.302749,-12.871846
95.900002,1.346404,0.182417,0.355810,0.195569,-0.463652,-12.884356
95.950005,1.346294,0.184321,0.333521,0.127251,-0.739455,-12.940393
96.000000,1.346609,0.186613,0.268666,0.113591,-0.911063,-13.008840
96.050003,1.346333,0.188204,0.214557,0.194604,-1.327536,-13.153316
96.100006,1.349776,0.189444,0.184740,0.024052,-0.036444,-13.158640
96.150002,1.351761,0.189620,0.184037,-0.012439,0.043197,-13.105085
96.200005,1.350701,0.189546,0.183160,-0.013799,0.013521,-13.113405
96.250000,1.350211,0.189313,0.182564,-0.011358,-0.003263,-13.161592
96.300003,1.350429,0.189107,0.182224,-0.012365,0.005224,-13.179935
96.350006,1.350483,0.189106,0.182019,-0.009841,0.003455,-13.170819
96.400002,1.350425,0.189082,0.181886,-0.005261,0.000686,-13.177908
96.450005,1.350382,0.189070,0.181796,-0.002485,0.001595,-13.182540
96.500000,1.350385,0.189021,0.181729,-0.003863,0.002163,-13.189371
96.550003,1.351498,0.187427,0.223401,0.308779,-0.010788,-13.410422
96.600006,1.350257,0.182383,0.317061,0.531597,-0.557096,-13.577556
96.650002,1.347415,0.179678,0.356316,0.856738,-0.826483,-13.427070
96.700005,1.345359,0.176281,0.365382,1.151050,-1.348640,-13.721491
96.750000,1.344956,0.172316,0.322399,1.297331,-1.933582,-14.007442
96.800003,1.345690,0.169680,0.227589,1.420553,-2.216815,-14.151102
96.850006,1.348914,0.169084,0.186198,-0.125009,0.183566,-14.345715
96.900002,1.350353,0.172393,0.185491,-0.012798,0.060123,-14.432089
96.950005,1.350296,0.173932,0.184043,-0.030069,0.014810,-14.394055
97.000000,1.350423,0.173138,0.183099,-0.012589,0.004325,-14.436929
97.050003,1.350271,0.173074,0.182555,-0.002903,0.002382,-14.411578
97.100006,1.350321,0.173151,0.182205,-0.005930,0.005945,-14.408030
97.150002,1.350248,0.173227,0.181991,-0.007964,0.004198,-14.422267
97.200005,1.350186,0.173222,0.181845,-0.006698,0.006315,-14.425507
97.250000,1.350149,0.173225,0.181759,-0.005274,0.004307,-14.425576
97.300003,1.350122,0.173228,0.181699,-0.004801,0.004579,-14.430146
97.350006,1.351514,0.173287,0.223872,0.120334,0.253499,-14.502007
97.400002,1.351497,0.172460,0.316667,0.502469,-0.406167,-14.492729
97.450005,1.351590,0.171821,0.355633,0.606667,-0.702673,-14.330410
97.500000,1.350303,0.171765,0.333672,0.669939,-0.686452,-14.408528
97.550003,1.350465,0.170852,0.268357,0.610815,-0.842329,-14.516517
97.600006,1.350053,0.169906,0.214603,0.894400,-1.311586,-14.552031
97.650002,1.352124,0.171708,0.183827,-0.065458,-0.040593,-14.569019
97.700005,1.354035,0.173320,0.183857,-0.005478,0.005755,-14.486285
97.750000,1.353689,0.172777,0.183072,0.004392,0.006539,-14.492872
97.800003,1.353327,0.172345,0.182509,0.002606,-0.008241,-14.489459
97.850006,1.353558,0.172495,0.182180,-0.007386,-0.001548,-14.464028
97.900002,1.353728,0.172623,0.181967,-0.006056,0.000366,-14.469896
97.950005,1.353720,0.172589,0.181840,-0.006442,0.000060,-14.485728
98.000000,1.353714,0.172568,0.181746,-0.005604,-0.000190,-14.485607
98.050003,1.353785,0.172598,0.181689,-0.006503,-0.000851,-14.483933
98.100006,1.353802,0.172595,0.181655,-0.005174,-0.000393,-14.484130
98.150002,1.352947,0.171864,0.224715,0.209108,-0.036164,-14.244802
98.200005,1.350562,0.170062,0.317834,0.371266,-0.481783,-14.072976
98.250000,1.346832,0.167813,0.356212,0.662205,-0.812632,-14.046619
98.300003,1.346522,0.167039,0.333423,1.069942,-1.437939,-13.900614
98.350006,1.346408,0.166193,0.267810,1.213076,-1.726962,-13.940983
98.400002,1.344001,0.165493,0.213629,1.637804,-2.257213,-13.928917
98.450005,1.348371,0.167991,0.184838,-0.061932,0.047840,-13.785607
98.500000,1.350435,0.169422,0.183912,-0.037580,0.074907,-13.677759
98.550003,1.348712,0.168228,0.183076,-0.005033,0.036749,-13.693327
98.600006,1.348081,0.167628,0.182514,0.011155,0.018162,-13.734634
98.650002,1.348510,0.167857,0.182192,-0.000339,0.017710,-13.736628
98.700005,1.348633,0.167937,0.181997,-0.001876,0.019427,-13.716179
98.750000,1.348588,0.167841,0.181864,-0.002220,0.013257,-13.721940
98.800003,1.348629,0.167782,0.181771,-0.002435,0.010204,-13.733009
98.850006,1.348634,0.167765,0.181713,-0.003495,0.008988,-13.729530
98.900002,1.348621,0.168153,0.222699,-0.118049,-0.001507,-14.147343
98.950005,1.346748,0.168654,0.314904,0.084539,-0.566339,-14.515475
99.000000,1.344135,0.168721,0.353631,0.213128,-0.879576,-14.296573
99.050003,1.342273,0.168756,0.330816,0.283038,-0.988919,-14.693250
99.100006,1.342848,0.170085,0.265466,0.490992,-1.308047,-15.192031
99.150002,1.341322,0.170422,0.211702,0.776129,-1.786543,-15.449044
99.200005,1.344776,0.172339,0.184870,-0.055164,-0.049683,-15.747505
99.250000,1.347668,0.173000,0.183936,-0.035316,0.049408,-15.695006
99.300003,1.346384,0.172609,0.183089,-0.018328,0.042535,-15.614942
99.350006,1.345568,0.172463,0.182543,-0.006763,0.017086,-15.656599
99.400002,1.345905,0.172578,0.182197,-0.007513,0.012374,-15.664248
99.450005,1.346109,0.172610,0.181977,-0.007165,0.015084,-15.660972
99.500000,1.345956,0.172653,0.181840,-0.004820,0.009767,-15.666746
99.550003,1.345871,0.172661,0.181747,-0.002379,0.007334,-15.670087

